Channel Name,CSR,SCSR,TR,QL,TL,RA,BM,OM,MGMT,Team Name,Title,,Date Created,Comments,POC Departament,Channel Owner
Channel 194,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-25,,IT,vinted@vinted.com
Channel 195,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,EN TN TWW - FR PL TWW - HU RO TP - PL PL TWW,BM - CSR - MGMT - OM - QL - RA - TL - TR,,2023-06-26,,IT,vinted@vinted.com
Channel 196,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - FR PL TWW - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - VGO MP TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-27,,MS - S&D,vinted@vinted.com
Channel 197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CQ TN TWW - EN CO TWW - EN LT PLCH - EN TN TWW - EN GY TP - EN GY TP - ES CO TWW - IT TN TWW - LT LT TWW - LT LT TWW - VGO MP TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-28,,MS - S&D,vinted@vinted.com
Channel 198,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DK LT PLCH - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - EN GY TP - IT TN TWW - LT LT TWW - LT LT TWW - SE LT PLCH,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-29,,MS - S&D,vinted@vinted.com
Channel 199,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - PL PL TWW - PT PT TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-06-30,,MS - S&D,vinted@vinted.com
Channel 200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,EN CO TWW - EN TN TWW - EN GY TP - EN GY TP - ES CO TWW - IT TN TWW - LT LT TWW - LT LT TWW - VGO MP TN TWW,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-01,,MS - S&D,vinted@vinted.com
Channel 201,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CQ LT TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FI EE PLCH - LT LT TWW - LT LT TWW - SE LT PLCH,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-02,,MS - S&D,vinted@vinted.com
Channel 202,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,CZ CZ TP - EN GY TP - EN GY TP - SK CZ TP,BM - OM - QL - SCSR - TL - TR,,2023-07-03,,MS - S&D,vinted@vinted.com
Channel 203,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DE TN TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - PL PL TWW - SE LT PLCH - VGO MP TN TWW,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-04,,MS - S&D,vinted@vinted.com
Channel 204,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - FR PL TWW - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-05,,MS - S&D,vinted@vinted.com
Channel 205,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DK LT PLCH - EN LT PLCH - FI EE PLCH - FR PL TWW - PL PL TWW - SE LT PLCH - SE LT PLCH,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-06,,MS - S&D,vinted@vinted.com
Channel 206,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CZ CZ TP,QL - SCSR - TL,,2023-07-07,,MS - S&D,vinted@vinted.com
Channel 207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-08,,MS - S&D,vinted@vinted.com
Channel 208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CQ TN TWW - EN CO TWW - EN TN TWW - EN GY TP - EN GY TP - ES CO TWW - VGO MP TN TWW,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-09,,MS - S&D,vinted@vinted.com
Channel 209,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,EN CO TWW - EN TN TWW - ES CO TWW - HU RO TP,CSR - MGMT - OM - QL - SCSR - TL - TR,,2023-07-10,,MS - S&D,vinted@vinted.com
Channel 210,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN OS - IT TN TWW - LT LT TWW - PL PL TWW - PT PT TWW - SE LT PLCH,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-11,,MS - S&D,vinted@vinted.com
Channel 211,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,CZ CZ TP - SK CZ TP,OM - QL - TL,,2023-07-12,,MS - S&D,vinted@vinted.com
Channel 212,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,CZ CZ TP - EN TN TWW - SK CZ TP,CSR - MGMT - OM - QL - TL,,2023-07-13,,MS - S&D,vinted@vinted.com
Channel 213,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR MA OS - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-14,,MS - S&D,vinted@vinted.com
Channel 214,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - EN GY TP - ES CO TWW - IT TN TWW - LT LT TWW - LT LT TWW - VGO MP TN TWW,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-15,,MS - S&D,vinted@vinted.com
Channel 215,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE AL TWW - DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR PL TWW - FR TN OS - FR TN TWW - IT AL TWW - IT EG TP - IT EG TP - LT LT TWW - PL PL TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-16,,MS - S&D,vinted@vinted.com
Channel 216,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CQ TN TWW - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - EN GY TP - ES CO TWW - IT TN TWW - LT LT TWW - LT LT TWW - VGO MP TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-17,,MS - S&D,vinted@vinted.com
Channel 217,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CQ TN TWW - CZ CZ TP - EN CO TWW - EN TN TWW - EN GY TP - EN GY TP - ES CO TWW - IT TN TWW - SK CZ TP - VGO MP TN TWW,CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-18,,MS - S&D,vinted@vinted.com
Channel 218,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DK LT PLCH - EN CO TWW - EN EG TP - EN LT PLCH - EN TN TWW - ES CO TWW - ES PT TWW - ES UA HW - FR PL TWW - HU RO TP - IT AL TWW - LT LT TWW - LT LT TWW - PL PL TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-07-19,,MS - S&D,vinted@vinted.com
Channel 219,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CZ CZ TP - EN GY TP - EN GY TP - IT EG TP - SK CZ TP,BM - MGMT - OM - QL - SCSR - TL,,2023-07-20,,VM,vinted@vinted.com
Channel 220,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,CZ CZ TP - IT EG TP - SK CZ TP,MGMT - OM - QL - SCSR - TL,,2023-07-21,,VM,vinted@vinted.com
Channel 221,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EN UA HW - FR TN TWW - IT TN TWW,CSR - SCSR - TL,,2023-07-25,,MS - S&D,vinted@vinted.com
Channel 222,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xxx,xxx,,2023-07-26,,VM,vinted@vinted.com
Channel 223,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,CQ OC TN TWW - EN TN TWW - FR TN TWW - IT TN TWW,BM - MGMT - OM - TL,,2023-07-27,,VM,vinted@vinted.com
Channel 224,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CZ CZ TP - HU RO TP - IT EG TP,BM - MGMT - QL - TL,,2023-07-28,,VM,vinted@vinted.com
Channel 225,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CZ CZ TP - EN EG TP - EN EG TP - EN GY TP - EN GY TP - HU RO TP - IT EG TP - IT EG TP,BM - MGMT - OM - QL - TL - TR,,2023-07-29,,VM,vinted@vinted.com
Channel 226,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,EN GY TP - HU RO TP - IT EG TP,BM - MGMT - OM - QL - TR,,2023-08-02,,VM,vinted@vinted.com
Channel 227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,CZ CZ TP - EN EG TP - EN EG TP - EN GY TP - HU RO TP - IT EG TP - IT EG TP,BM - MGMT - OM,,2023-08-03,,VM,vinted@vinted.com
Channel 228,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CZ CZ TP - EN EG TP - EN EG TP - EN GY TP - EN GY TP - HU RO TP - IT EG TP - IT EG TP - SK CZ TP,BM - MGMT - OM - QL - SCSR - TL - TR,,2023-07-30,,VM,vinted@vinted.com
Channel 229,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Alerts TN TWW - DE AL TWW - EN CO TWW - EN TN TWW - ES PT TWW - FR PL TWW - IT AL TWW - LT LT TWW - PL PL TWW,BM - MGMT - QL - RA - TL,,2023-07-31,,VM,vinted@vinted.com
Channel 230,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Alerts TN TWW - CQ OC TN TWW - CQ TN TWW - DE AL TWW - DE TN TWW - EN CO TWW - EN TN TWW - ES CO TWW - ES PT TWW - FR TN TWW - IT AL TWW - IT TN TWW - LT LT TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - MGMT - QL - RA - SCSR - TL - TR,,2023-08-01,,VM,vinted@vinted.com
Channel 231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,EN CO TWW - EN TN TWW - FR PL TWW - LT LT TWW - VGO PS TN TWW,BM - MGMT,,2023-08-07,,VM,vinted@vinted.com
Channel 232,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Alerts TN TWW - CQ TN TWW - DE AL TWW - DE TN TWW - EN CO TWW - EN TN TWW - ES CO TWW - ES PT TWW - FR TN TWW - IT AL TWW - IT TN TWW - LT LT TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - MGMT - QL - RA - SCSR - TL - TR,,2023-08-08,,VM,vinted@vinted.com
Channel 233,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Alerts TN TWW - CQ OC TN TWW - CQ TN TWW - DE AL TWW - DE TN TWW - EN CO TWW - EN TN TWW - ES CO TWW - ES PT TWW - FR TN TWW - IT AL TWW - IT TN TWW - LT LT TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - MGMT - QL - RA - SCSR - TL - TR,,2023-08-04,,VM,vinted@vinted.com
Channel 234,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,EN CO TWW - EN TN TWW - FR PL TWW - LT LT TWW - PL PL TWW - VGO PS TN TWW,BM - MGMT - OM - TR,,2023-08-05,,VM,vinted@vinted.com
Channel 235,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EN UA HW - EN UA HW - ES UA HW,CSR - SCSR - TL,,2023-09-07,,VM,vinted@vinted.com
Channel 236,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EN UA HW - EN UA HW - ES UA HW,CSR - TL,,2023-08-06,,VM,vinted@vinted.com
Channel 237,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DE TN TWW - DE UA HW - EN EG TP - EN LT PLCH - EN TN TWW - EN UA HW - FR PL TWW - FR TN OS - FR TN OS - FR TN TWW - IT TN TWW - LT LT TWW - PL PL TWW - VGO MP TN TWW - VGO PS TN TWW,BM - MGMT - OM - QL - RA - TL - TR,,2023-08-09,,VM,vinted@vinted.com
Channel 238,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EN TN TWW - VGO MP TN TWW - VGO PS TN TWW - VGO PS TN TWW,BM - CSR - QL - TL,,2023-09-09,,VM,vinted@vinted.com
Channel 239,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CQ OC TN TWW - CZ CZ TP - DK LT PLCH - EN LT PLCH - ES UA HW - FR TN TWW - HU RO TP - IT AL TWW - PL PL TWW - PT PT TWW - RO RO TP - SE LT PLCH - SK CZ TP,BM - CSR - MGMT - OM - QL - SCSR - TL,,2023-08-10,,VM,vinted@vinted.com
Channel 240,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,CQ TN TWW - EN TN TWW - VGO MP TN TWW - VGO PS TN TWW,BM - MGMT - QL - TL - TR,,2023-08-11,,VM,vinted@vinted.com
Channel 241,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,CQ TN TWW - EN TN TWW - VGO MP TN TWW,BM - MGMT - OM - QL - TL - TR,,2023-08-12,,VM,vinted@vinted.com
Channel 242,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EN TN TWW - VGO MP TN TWW - VGO PS TN TWW - VGO PS TN TWW,BM - CSR - QL - TL,,2023-08-13,,VM,vinted@vinted.com
Channel 243,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,DE TN TWW - EN TN TWW - IT TN TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - TL,,2023-08-14,,VM,vinted@vinted.com
Channel 244,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EN TN TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - QL - TL,,2023-08-15,,VM,vinted@vinted.com
Channel 245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xxx,xxx,,2023-08-16,,VM,vinted@vinted.com
Channel 246,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Alerts LT TWW - CZ CZ TP - DE AL TWW - EN CO TWW - EN LT PLCH - EN TN TWW - EN UA HW - EN GY TP - ES CO TWW - ES PT TWW - ES UA HW - FR PL TWW - FR TN OS - FR TN TWW - HU RO TP - IT AL TWW - IT EG TP - IT EG TP - IT TN TWW - LT LT TWW - PL PL TWW - PL UA HW - PT PT TWW - VGO MP TN TWW - VGO PS TN TWW,BM - CSR - MGMT - OM - QL - RA - SCSR - TL - TR,,2023-08-17,,VM,vinted@vinted.com
